"","model","testletid","itemid","alphabet","A","B","C","D","item_prompt","response","cleaned_response","correct_response","correct","stringdist","model_short","participant_id","participant_group","exclude","exclude_comment"
"3912",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&mu;","iota mu","iota mu",1,0,NA,"3994","Adults","include","include"
"3913",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&mu;","iota mu","iota mu",1,0,NA,"3995","Adults","include","include"
"3914",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&kappa;","iota kappa","iota mu",0,1,NA,"3999","Adults","include","include"
"3915",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&mu;","iota mu","iota mu",1,0,NA,"3993","Adults","include","include"
"3916",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&lambda;","iota lambda","iota mu",0,1,NA,"4001","Adults","include","include"
"3917",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&lambda;","iota lambda","iota mu",0,1,NA,"4000","Adults","include","include"
"3918",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&mu;","iota mu","iota mu",1,0,NA,"4002","Adults","include","include"
"3919",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&mu;","iota mu","iota mu",1,0,NA,"4003","Adults","include","include"
"3920",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&mu;","iota mu","iota mu",1,0,NA,"4004","Adults","include","include"
"3921",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&mu;","iota mu","iota mu",1,0,NA,"4005","Adults","include","include"
"3922",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&mu;","iota mu","iota mu",1,0,NA,"4007","Adults","include","include"
"3923",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&mu;","iota mu","iota mu",1,0,NA,"4006","Adults","include","include"
"3924",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&kappa;&iota;","kappa iota","iota mu",0,2,NA,"3968","Adults","include","include"
"3925",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&mu;","iota mu","iota mu",1,0,NA,"4020","Adults","include","include"
"3926",NA,NA,1003,"Greek"," epsilon   zeta "," epsilon   theta "," iota   kappa "," iota   mu ",NA,"&iota;&mu;","iota mu","iota mu",1,0,NA,"4026","Adults","include","include"
"3927",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&xi;&xi;","lambda xi xi","lambda nu nu",0,2,NA,"3730","Children","include",""
"3928",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3743","Children","include",""
"3929",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&mu;&mu;","lambda mu mu","lambda nu nu",0,2,NA,"3752","Children","include",""
"3930",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3760","Children","include",""
"3931",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3762","Children","include",""
"3932",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3766","Children","include",""
"3933",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3771","Children","maybe","answered < 40% of Latin alphabet items correctly"
"3934",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3772","Children","include",""
"3935",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3779","Children","include",""
"3936",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3785","Children","include",""
"3937",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3790","Children","include",""
"3938",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3795","Children","include",""
"3939",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3798","Children","include",""
"3940",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3799","Children","include",""
"3941",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3801","Children","include",""
"3942",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3800","Children","include",""
"3943",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3803","Children","include",""
"3944",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3807","Children","include",""
"3945",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3809","Children","include",""
"3946",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3808","Children","include",""
"3947",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&xi;&xi;","lambda xi xi","lambda nu nu",0,2,NA,"3813","Children","include",""
"3948",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&mu;&mu;","lambda mu mu","lambda nu nu",0,2,NA,"3821","Children","include",""
"3949",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3832","Children","include",""
"3950",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3837","Children","include",""
"3951",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;","lambda nu","lambda nu nu",0,2,NA,"3831","Children","include",""
"3952",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&mu;&mu;","lambda mu mu","lambda nu nu",0,2,NA,"3844","Children","include",""
"3953",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3843","Children","include",""
"3954",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3845","Children","maybe","answered < 40% of Latin alphabet items correctly"
"3955",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3846","Children","include",""
"3956",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&gamma;&nu;&nu;","gamma nu nu","lambda nu nu",0,1,NA,"3848","Children","include",""
"3957",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3862","Children","include",""
"3958",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3863","Children","include",""
"3959",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3864","Children","include",""
"3960",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"",NA,"lambda nu nu",0,NA,NA,"3865","Children","include",""
"3961",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&eta;&nu;&nu;","eta nu nu","lambda nu nu",0,1,NA,"3872","Children","include",""
"3962",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;","lambda nu","lambda nu nu",0,2,NA,"3867","Children","include",""
"3963",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3871","Children","include",""
"3964",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3873","Children","include",""
"3965",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3874","Children","include",""
"3966",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&mu;&mu;","lambda mu mu","lambda nu nu",0,2,NA,"3895","Adults","include","include"
"3967",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3896","Adults","include","include"
"3968",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3912","Adults","include","include"
"3969",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3916","Adults","include","include"
"3970",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3918","Adults","include","include"
"3971",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3931","Adults","include","include"
"3972",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3932","Adults","include","include"
"3973",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3935","Adults","include","include"
"3974",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3947","Adults","include","include"
"3975",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3948","Adults","include","include"
"3976",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3949","Adults","include","include"
"3977",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3952","Adults","include","include"
"3978",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3950","Adults","include","include"
"3979",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3957","Adults","include","include"
"3980",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3959","Adults","include","include"
"3981",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3956","Adults","include","include"
"3982",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3961","Adults","include","include"
"3983",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3963","Adults","include","include"
"3984",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3964","Adults","include","include"
"3985",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3969","Adults","include","include"
"3986",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3967","Adults","include","include"
"3987",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3965","Adults","include","include"
"3988",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3971","Adults","include","include"
"3989",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3970","Adults","include","include"
"3990",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3973","Adults","include","include"
"3991",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3982","Adults","include","include"
"3992",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3977","Adults","include","include"
"3993",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3978","Adults","include","include"
"3994",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3975","Adults","include","include"
"3995",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3974","Adults","include","include"
"3996",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3983","Adults","include","include"
"3997",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3953","Adults","include","include"
"3998",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3972","Adults","include","include"
"3999",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3962","Adults","include","include"
"4000",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3976","Adults","include","include"
"4001",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3981","Adults","include","include"
"4002",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3992","Adults","include","include"
"4003",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3980","Adults","include","include"
"4004",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3986","Adults","include","include"
"4005",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3990","Adults","include","include"
"4006",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3988","Adults","include","include"
"4007",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3989","Adults","include","include"
"4008",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3987","Adults","include","include"
"4009",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3984","Adults","include","include"
"4010",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3996","Adults","include","include"
"4011",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3998","Adults","include","include"
"4012",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3985","Adults","include","include"
"4013",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3994","Adults","include","include"
"4014",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3995","Adults","include","include"
"4015",NA,NA,1004,"Greek"," eta   theta "," eta   iota   iota "," lambda   mu "," lambda   nu   nu ",NA,"&lambda;&nu;&nu;","lambda nu nu","lambda nu nu",1,0,NA,"3999","Adults","include","include"
